"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00044534","2018-12-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  139",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2018-12-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    5",",,7,0800",,,,,"  161",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2018-12-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  144",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,
"USC00044534","2018-12-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  133",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2018-12-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  139",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2018-12-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,
"USC00044534","2018-12-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  150",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,
"USC00044534","2019-01-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  106",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,
"USC00044534","2019-01-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  128",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,
"USC00044534","2019-01-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  133",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,
"USC00044534","2019-01-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  167",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,
"USC00044534","2019-01-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   56",",,7,0800",,,,,"  178",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,
"USC00044534","2019-01-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   76",",,7,0800",,,,,"  150",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2019-01-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  189",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-01-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  178",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-01-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   28",",,7,0800",,,,,"  150",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,
"USC00044534","2019-01-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  133",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-01-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  172",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,
"USC00044534","2019-01-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  161",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2019-01-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   18",",,7,0800",,,,,"  161",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2019-01-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    5",",,7,0800",,,,,"  161",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,
"USC00044534","2019-01-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044534","2019-01-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  172",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,
"USC00044534","2019-01-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    3",",,7,0800",,,,,"  178",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,
"USC00044534","2019-01-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044534","2019-01-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044534","2019-01-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  144",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,
"USC00044534","2019-01-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  144",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,
"USC00044534","2019-01-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044534","2019-01-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  156",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,
"USC00044534","2019-01-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  150",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2019-01-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  172",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,
"USC00044534","2019-01-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  172",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2019-01-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  189",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,
"USC00044534","2019-01-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2019-01-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,
"USC00044534","2019-01-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  117",",,7,0800",,,,,"  200",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,
"USC00044534","2019-02-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  172",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,
"USC00044534","2019-02-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   69",",,7,0800",,,,,"  161",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,
"USC00044534","2019-02-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   64",",,7,0800",,,,,"  167",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,
"USC00044534","2019-02-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  144",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,
"USC00044534","2019-02-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,
"USC00044534","2019-02-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,
"USC00044534","2019-02-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  150",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2019-02-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   33",",,7,0800",,,,,"  144",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,
"USC00044534","2019-02-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,7,0800",,,,,"  139",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,
"USC00044534","2019-02-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   25",",,7,0800",,,,,"  122",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-02-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  122",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-02-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   33",",,7,0800",,,,,"  172",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,
"USC00044534","2019-02-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   25",",,7,0800",,,,,"  178",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,
"USC00044534","2019-02-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  178",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,
"USC00044534","2019-02-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   18",",,7,0800",,,,,"  133",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,
"USC00044534","2019-02-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   69",",,7,0800",,,,,"  111",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2019-02-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  111",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-02-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  122",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,
"USC00044534","2019-02-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  122",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2019-02-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  122",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,
"USC00044534","2019-02-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  133",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,
"USC00044534","2019-02-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  167",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,
"USC00044534","2019-02-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   58",",,7,0800",,,,,"  211",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-02-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,7,0800",,,,,"  167",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2019-03-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   48",",,7,0800",,,,,"  183",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,
"USC00044534","2019-03-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,7,0800",,,,,"  194",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,
"USC00044534","2019-03-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,
"USC00044534","2019-03-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-03-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  178",",,7,0800",,,,,"  178",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,
"USC00044534","2019-03-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  189",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,
"USC00044534","2019-03-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  167",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2019-03-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  144",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,
"USC00044534","2019-03-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,7,0800",,,,,"  144",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,
"USC00044534","2019-03-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  161",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-03-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  206",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,
"USC00044534","2019-03-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  206",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,
"USC00044534","2019-03-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  228",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2019-03-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  250",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,
"USC00044534","2019-03-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  283",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-03-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  239",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,
"USC00044534","2019-03-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   33",",,7,0800",,,,,"  239",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-03-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-03-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  200",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-03-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   20",",,7,0800",,,,,"  200",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,
"USC00044534","2019-03-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  211",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,
"USC00044534","2019-03-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  250",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,
"USC00044534","2019-03-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    3",",,7,0800",,,,,"  233",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-03-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  250",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,
"USC00044534","2019-04-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  250",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,
"USC00044534","2019-04-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  267",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,
"USC00044534","2019-04-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  267",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,
"USC00044534","2019-04-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  267",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,
"USC00044534","2019-04-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  267",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,
"USC00044534","2019-04-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  267",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,
"USC00044534","2019-04-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  283",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,
"USC00044534","2019-04-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  283",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,
"USC00044534","2019-04-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  294",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,
"USC00044534","2019-04-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  306",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,
"USC00044534","2019-04-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  333",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-04-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  333",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,
"USC00044534","2019-04-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  339",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,
"USC00044534","2019-04-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  367",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,
"USC00044534","2019-04-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  356",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,
"USC00044534","2019-05-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  283",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,
"USC00044534","2019-05-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  306",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,
"USC00044534","2019-05-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  311",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,
"USC00044534","2019-05-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  311",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,
"USC00044534","2019-05-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  289",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,
"USC00044534","2019-05-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  289",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,
"USC00044534","2019-05-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  222",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,
"USC00044534","2019-05-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  306",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,
"USC00044534","2019-05-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  322",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,
"USC00044534","2019-05-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  294",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,
"USC00044534","2019-05-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  206",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,
"USC00044534","2019-05-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US",,,,,,,"  211",",,7","   94",",,7",,,"    2",",,7",,,,,,,"  119",",,7",,,,,,,"  128",",,7,0800",,,,
"USC00044534","2019-05-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    3",",,7,0800",,,,,"  200",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,
"USC00044534","2019-05-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    5",",,7,0800",,,,,"  200",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-05-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  206",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,
"USC00044534","2019-05-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  233",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,,
"USC00044534","2019-05-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  256",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,
"USC00044534","2019-05-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  283",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,
"USC00044534","2019-05-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  183",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,
"USC00044534","2019-05-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  206",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,
"USC00044534","2019-05-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  294",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,
"USC00044534","2019-05-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  317",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,
"USC00044534","2019-06-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  300",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,
"USC00044534","2019-06-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  122",",,7,0800",,,,,"  328",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,
"USC00044534","2019-06-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  333",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,
"USC00044534","2019-06-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  328",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,
"USC00044534","2019-06-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  361",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,"  294",",,7,0800",,,,
"USC00044534","2019-06-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  383",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,
"USC00044534","2019-06-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,7,0800",,,,,"  333",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,
