"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00023275","2019-11-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  233",",,W","   61",",,W","    3",",,W",,,,,,,,,"  150",",,W","  160",",,W","   40",",,W","   58",",,W",,,,,,,,,,
"USW00023275","2019-11-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  178",",,W","  100",",,W","   25",",,W",,,,,,,,,"  140",",,W","  130",",,W","   72",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2019-11-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,"    0",",,W","  194",",,W","   89",",,W","    6",",,W",,,,,,,,,"  330",",,W","  320",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-11-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  233",",,W","   67",",,W","    2",",,W",,,,,,,,,"  270",",,W","  330",",,W","   27",",,W","   36",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-11-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  278",",,W","   50",",,W","    1",",,W",,,,,,,,,"  280",",,W","  350",",,W","   27",",,W","   36",",,W",,,,,,,"    1",",,W",,
"USW00023275","2019-11-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  278",",,W","   50",",,W","   13",",,W",,,,,,,,,"  350",",,W","  350",",,W","   76",",,W","  112",",,W",,,,,,,,,,
"USW00023275","2019-11-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  178",",,W","   83",",,W","   42",",,W",,,,,,,,,"  300",",,W","  320",",,W","   89",",,W","  134",",,W",,,,,,,,,,
"USW00023275","2019-11-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  211",",,W","   39",",,W","   13",",,W",,,,,,,,,"  320",",,W","  340",",,W","   58",",,W","   81",",,W",,,,,,,"    1",",,W",,
"USW00023275","2019-11-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  206",",,W","   11",",,W","    2",",,W",,,,,,,,,"   80",",,W","  140",",,W","   27",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2019-11-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  194",",,W","   11",",,W","    5",",,W",,,,,,,,,"  180",",,W","   50",",,W","   27",",,W","   31",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-11-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  211",",,W","   17",",,W","    2",",,W",,,,,,,,,"  300",",,W","  290",",,W","   27",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2019-11-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  217",",,W","    0",",,W","    3",",,W",,,,,,,,,"  360",",,W","  360",",,W","   31",",,W","   45",",,W",,,,,,,,,,
"USW00023275","2019-11-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  167",",,W","   44",",,W","   53",",,W",,,,,,,,,"  340",",,W","  320",",,W","  130",",,W","  179",",,W",,,,,,,,,,
"USW00023275","2019-11-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  208",",,W","    0",",,W","    0",",,W","  100",",,W","    6",",,W","   27",",,W",,,,,,,,,"  300",",,W","  310",",,W","  103",",,W","  170",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-11-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   74",",,W",,,"    0",",,W","   94",",,W","   17",",,W","   19",",,W",,,,,,,,,"  320",",,W","  320",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-11-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","   94",",,W","    6",",,W","   11",",,W",,,,,,,,,"  360",",,W","   30",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-11-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  106",",,W","  -10",",,W","    3",",,W",,,,,,,,,"  270",",,W","  280",",,W","   27",",,W","   31",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-11-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  117",",,W",,,"    0",",,W","   78",",,W","   -5",",,W","   38",",,W",,,,,,,,,"  120",",,W","  120",",,W","   94",",,W","  139",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  185",",,W",,,"    0",",,W","  122",",,W","   72",",,W","   22",",,W",,,,,,,,,"  120",",,W","  160",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   33",",,W","    0",",,W","    0",",,W","  139",",,W","  100",",,W","   25",",,W",,,,,,,,,"  120",",,W","  130",",,W","   72",",,W","  103",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  200",",,W","   89",",,W","    3",",,W",,,,,,,,,"  160",",,W","  110",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   15",",,W",,,"    0",",,W","  144",",,W","   78",",,W","    6",",,W",,,,,,,,,"  310",",,W","  230",",,W","   31",",,W","   40",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-12-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  144",",,W","   89",",,W","   24",",,W",,,,,,,,,"  110",",,W","  100",",,W","   63",",,W","   98",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  315",",,W","    0",",,W","    0",",,W","  144",",,W","  122",",,W","   47",",,W",,,,,,,,,"  160",",,W","  150",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  310",",,W","    0",",,W","    0",",,W","  167",",,W","  111",",,W","   38",",,W",,,,,,,,,"  200",",,W","  180",",,W","  103",",,W","  152",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   20",",,W",,,"    0",",,W","  161",",,W","   67",",,W","    6",",,W",,,,,,,,,"  280",",,W","  200",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  133",",,W","   83",",,W","    8",",,W",,,,,,,,,"  160",",,W","  150",",,W","   40",",,W","   49",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   46",",,W",,,"    0",",,W","  133",",,W","   94",",,W","   14",",,W",,,,,,,,,"  150",",,W","  180",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   74",",,W",,,"    0",",,W","  133",",,W","   94",",,W","   11",",,W",,,,,,,,,"  160",",,W","  140",",,W","   45",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W","    0",",,W","    0",",,W","  161",",,W","  100",",,W","    3",",,W",,,,,,,,,"  130",",,W","  180",",,W","   27",",,W","   40",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   76",",,W",,,"    0",",,W","  117",",,W","   78",",,W","   11",",,W",,,,,,,,,"  160",",,W","  150",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   66",",,W",,,"    0",",,W","  122",",,W","   50",",,W","   16",",,W",,,,,,,,,"  350",",,W","  360",",,W","   72",",,W","  112",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  117",",,W","   33",",,W","    5",",,W",,,,,,,,,"  310",",,W","  320",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  122",",,W","   11",",,W","    1",",,W",,,,,,,,,"  290",",,W","  290",",,W","   27",",,W","   31",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-12-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  133",",,W","   17",",,W","   28",",,W",,,,,,,,,"  120",",,W","  120",",,W","   76",",,W","  121",",,W",,,,,,,,,,
"USW00023275","2019-12-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  119",",,W",,,"    0",",,W","   94",",,W","   56",",,W","   25",",,W",,,,,,,,,"  120",",,W","  130",",,W","   76",",,W","  112",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   33",",,W",,,"    0",",,W","  122",",,W","   78",",,W","   12",",,W",,,,,,,,,"  180",",,W","  170",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  144",",,W","  100",",,W","   16",",,W",,,,,,,,,"  150",",,W","  160",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  139",",,W","   78",",,W","   30",",,W",,,,,,,,,"  180",",,W","  180",",,W","   81",",,W","  125",",,W",,,,,,,,,,
"USW00023275","2019-12-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   30",",,W",,,"    0",",,W","  117",",,W","   22",",,W","   25",",,W",,,,,,,,,"  190",",,W","  150",",,W","   81",",,W","  112",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  117",",,W","    0",",,W","    4",",,W",,,,,,,,,"  320",",,W","  340",",,W","   31",",,W","   45",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-12-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,"    0",",,W","   89",",,W","    0",",,W","    3",",,W",,,,,,,,,"  330",",,W","  320",",,W","   27",",,W","   36",",,W",,,"    1",",,W",,,"    1",",,W",,
"USW00023275","2019-12-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   46",",,W",,,"    0",",,W","   94",",,W","   22",",,W","   14",",,W",,,,,,,,,"  110",",,W","   90",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  133",",,W","  -10",",,W","    4",",,W",,,,,,,,,"  270",",,W","  310",",,W","   31",",,W","   45",",,W","    1",",,W",,,,,,,,
"USW00023275","2019-12-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  128",",,W","  -21",",,W","    4",",,W",,,,,,,,,"  300",",,W","  280",",,W","   27",",,W","   31",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  156",",,W","   -5",",,W","    4",",,W",,,,,,,,,"  270",",,W","  290",",,W","   27",",,W","   31",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2019-12-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  140",",,W",,,"    0",",,W","  100",",,W","   33",",,W","    9",",,W",,,,,,,,,"  150",",,W","  160",",,W","   54",",,W","   67",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-12-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  128",",,W","   28",",,W","    5",",,W",,,,,,,,,"  280",",,W","  280",",,W","   31",",,W","   36",",,W",,,"    1",",,W",,,,,,
"USW00023275","2019-12-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  172",",,W","   11",",,W","    4",",,W",,,,,,,,,"  190",",,W","  180",",,W","   45",",,W","   54",",,W",,,"    1",",,W",,,,,,
"USW00023275","2020-01-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  172",",,W","   78",",,W","   29",",,W",,,,,,,,,"  290",",,W","  320",",,W","   76",",,W","  107",",,W",,,,,,,,,,
"USW00023275","2020-01-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  183",",,W","   28",",,W","    9",",,W",,,,,,,,,"   30",",,W","   40",",,W","   40",",,W","   67",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  167",",,W","   11",",,W","    7",",,W",,,,,,,,,"  180",",,W","  180",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2020-01-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   30",",,W",,,"    0",",,W","  144",",,W","   44",",,W","   13",",,W",,,,,,,,,"  320",",,W","  360",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  111",",,W","   11",",,W","    7",",,W",,,,,,,,,"  330",",,W","  320",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2020-01-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  144",",,W","  -10",",,W","    5",",,W",,,,,,,,,"  280",",,W","  360",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   25",",,W",,,"    0",",,W","  133",",,W","  -21",",,W","    6",",,W",,,,,,,,,"  260",",,W","  260",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,"    0",",,W","  111",",,W","   56",",,W","    3",",,W",,,,,,,,,"  250",",,W","  250",",,W","   31",",,W","   45",",,W",,,"    1",",,W",,,,,,
"USW00023275","2020-01-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   94",",,W","    0",",,W","    0",",,W","  139",",,W","   33",",,W","   13",",,W",,,,,,,,,"   30",",,W","  180",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   18",",,W",,,"    0",",,W","  139",",,W","    6",",,W","    6",",,W",,,,,,,,,"  330",",,W","  290",",,W","   36",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    5",",,W",,,"    0",",,W","  117",",,W","   28",",,W","   21",",,W",,,,,,,,,"  300",",,W","  310",",,W","   76",",,W","  112",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-01-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   10",",,W","    0",",,W","    0",",,W","   89",",,W","    6",",,W","    7",",,W",,,,,,,,,"  320",",,W","  320",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   36",",,W",,,"    0",",,W","  100",",,W","   44",",,W","   13",",,W",,,,,,,,,"  330",",,W","  160",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   13",",,W",,,"    0",",,W","  106",",,W","   22",",,W","   10",",,W",,,,,,,,,"  340",",,W","  330",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-01-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   10",",,W",,,"    0",",,W","   89",",,W","   22",",,W","   19",",,W",,,,,,,,,"  170",",,W","  160",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2020-01-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  277",",,W",,,"    0",",,W","   83",",,W","   22",",,W","   22",",,W",,,,,,,,,"  160",",,W","  150",",,W","   98",",,W","  139",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   13",",,W",,,"    0",",,W","   89",",,W","   39",",,W","    3",",,W",,,,,,,,,"  150",",,W","  180",",,W","   27",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  117",",,W","   22",",,W","    3",",,W",,,,,,,,,"  300",",,W","  320",",,W","   27",",,W","   31",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-01-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  122",",,W","   17",",,W","    2",",,W",,,,,,,,,"  330",",,W","  320",",,W","   27",",,W","   31",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  144",",,W","   56",",,W","   17",",,W",,,,,,,,,"  150",",,W","  160",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2020-01-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   86",",,W",,,"    0",",,W","  122",",,W","   72",",,W","   23",",,W",,,,,,,,,"  160",",,W","  170",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  150",",,W","   56",",,W","    2",",,W",,,,,,,,,"  300",",,W","  270",",,W","   27",",,W","   31",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-01-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  139",",,W","   44",",,W","    1",",,W",,,,,,,,,"  280",",,W","  280",",,W","   22",",,W","   22",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-01-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   33",",,W",,,"    0",",,W","  150",",,W","   89",",,W","    6",",,W",,,,,,,,,"  190",",,W","  190",",,W","   36",",,W","   40",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   97",",,W","    0",",,W","    0",",,W","  150",",,W","  117",",,W","   15",",,W",,,,,,,,,"  170",",,W","  160",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   43",",,W",,,"    0",",,W","  156",",,W","   78",",,W","   17",",,W",,,,,,,,,"  310",",,W","  300",",,W","   72",",,W","   94",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   20",",,W",,,"    0",",,W","  144",",,W","   78",",,W","    7",",,W",,,,,,,,,"  340",",,W","  350",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   25",",,W",,,"    0",",,W","  156",",,W","   56",",,W","   18",",,W",,,,,,,,,"  320",",,W","  320",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  161",",,W","   39",",,W","    7",",,W",,,,,,,,,"  340",",,W","  360",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-01-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  211",",,W","   72",",,W","    8",",,W",,,,,,,,,"  340",",,W","  340",",,W","   54",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2020-01-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  228",",,W","   56",",,W","    4",",,W",,,,,,,,,"  310",",,W","  150",",,W","   31",",,W","   40",",,W",,,,,,,,,,
"USW00023275","2020-02-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  206",",,W","   61",",,W","    4",",,W",,,,,,,,,"  180",",,W","   50",",,W","   31",",,W","   40",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2020-02-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,"    0",",,W","  122",",,W","   22",",,W","   48",",,W",,,,,,,,,"  330",",,W","  300",",,W","   98",",,W","  134",",,W",,,,,,,,,,
"USW00023275","2020-02-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  117",",,W","  -10",",,W","    8",",,W",,,,,,,,,"  300",",,W","  310",",,W","   58",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2020-02-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  144",",,W","  -27",",,W","    5",",,W",,,,,,,,,"  290",",,W","   20",",,W","   27",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-02-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  189",",,W","    6",",,W","    7",",,W",,,,,,,,,"  340",",,W","  340",",,W","   45",",,W","   54",",,W",,,,,,,,,,
"USW00023275","2020-02-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  228",",,W","   17",",,W","    4",",,W",,,,,,,,,"  280",",,W","  280",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2020-02-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  228",",,W","   22",",,W","    4",",,W",,,,,,,,,"  340",",,W","  330",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2020-02-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  150",",,W","   17",",,W","   25",",,W",,,,,,,,,"  300",",,W","  290",",,W","   89",",,W","  121",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2020-02-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  194",",,W","  -10",",,W","   16",",,W",,,,,,,,,"  340",",,W","  320",",,W","   72",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2020-02-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  244",",,W","  -10",",,W","    3",",,W",,,,,,,,,"  280",",,W","  300",",,W","   31",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2020-02-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  250",",,W","    6",",,W","    5",",,W",,,,,,,,,"  280",",,W","  270",",,W","   31",",,W","   40",",,W",,,,,,,"    1",",,W",,
"USW00023275","2020-02-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  228",",,W","   28",",,W","    5",",,W",,,,,,,,,"  290",",,W","  340",",,W","   27",",,W","   40",",,W",,,,,,,,,,
"USW00023275","2020-02-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W","    0",",,W","    0",",,W","  167",",,W","   17",",,W","   15",",,W",,,,,,,,,"  150",",,W","  150",",,W","   63",",,W","   81",",,W",,,,,,,,,,
